Client,Numero,Matricule,Montant,Presence
SLT,106009,AA577CC,3000.0,non
SLT,112711,AA690CC,21000.0,non
SLT,112737,AA673CC,6500.0,non
SLT,112738,AA636CC,15500.0,non
SLT,112739,AA582CC,11000.0,non
SLT,112740,AA578CC,12000.0,non
SLT,112741,AA507CC,7000.0,non
SLT,112742,AA721CC,,non
SLT,112743,AA466CC,7000.0,non
SLT,112744,AA442CC,5000.0,non
SLT,112745,AA446CC,21000.0,non
SLT,112746,AA434CC,10500.0,non
SLT,112747,AA616CC,6000.0,non
SLT,112750,AA692CC,3000.0,non
SOGETRHI,7009,DK5036BG,,oui
SOGETRHI,7010,DK3070BK,,oui
SOGETRHI,7011,AA325BE,,oui
SOGETRHI,7012,AA324BE,,oui
SOGETRHI,7013,AA688BG,,oui
SOGETRHI,7014,AA926BF,,oui
SOGETRHI,7025,DK0466AH,,oui
SOGETRHI,7029,DK0464AH,,oui
SOGETRHI,7139,DK0467AH,,oui
SOGETRHI,7157,DK1304BC0,,oui
SOGETRHI,7158,DK7806AB,,oui
SOGETRHI,7159,DK8761AX,,oui
SOGETRHI,7166,DK5080AS,,oui
SOGETRHI,7167,DK0343AN,,oui
SOGETRHI,7245,DK0465AH,,oui
SONES,25812,DK4849AR,,oui
SONES,25816,DK2130BG,,oui
SONES,25819,AA369BG,,oui
SONES,90748,AA501CR,2000.0,oui
SONES,106073,DK8120AZ,,oui
SONES,106074,DK2098BE,,oui
SONES,106075,DK9741AR,,oui
SONES,106076,DK3849AR,4000.0,oui
SONES,106077,DK3884AR,1000.0,oui
SONES,106079,DK9602BK,,oui
SONES,106080,AA524CR0,,oui
STH,7246,DK-6068-BH,,oui
STH,103310,TH3929D,,oui
STH,103312,TH3928D,,oui
STH,103313,TH4382D,,oui
STH,103314,TH9809K,,oui
STH,103315,TH5525K,6000.0,oui
STH,103316,AA636BX,,oui
STH,103317,TH3976D,,oui
STH,103318,TH2999H,,oui
STH,103319,AA632BX,,oui
TERANGA SURETE AEROPORTUAIRE,3153,DK8654BL,,oui
TERANGA SURETE AEROPORTUAIRE,11677,TH2105M,,oui
TERANGA SURETE AEROPORTUAIRE,38006,TH2105M0,,oui
TERANGA SURETE AEROPORTUAIRE,38005,DK5105BM0,,oui
TERANGA SURETE AEROPORTUAIRE,69544,2337TTA1,,oui
TERANGA SURETE AEROPORTUAIRE,104323,AA145DC,2000.0,oui
TERANGA SURETE AEROPORTUAIRE,104324,2348TTA1,2000.0,oui
TERANGA SURETE AEROPORTUAIRE,104339,056TTA1,,oui
TERANGA SURETE AEROPORTUAIRE,104340,2645TTA1,48000.0,oui
TERANGA SURETE AEROPORTUAIRE,104341,DK3778BF0,,oui
TERANGA SURETE AEROPORTUAIRE,104342,2345TTA1,189000.0,oui
TERANGA SURETE AEROPORTUAIRE,104343,DK1015EX,10000.0,oui
TERANGA SURETE AEROPORTUAIRE,104344,DK1021EX,18000.0,oui
TERANGA SURETE AEROPORTUAIRE,104345,AA122DW,3500.0,oui
TERANGA SURETE AEROPORTUAIRE,104387,2359TTA1,3000.0,oui
TERANGA SURETE AEROPORTUAIRE,104388,2355TTA1,,oui
TERANGA SURETE AEROPORTUAIRE,104392,DK1049EX,,oui
TERANGA SURETE AEROPORTUAIRE,104396,2356TTA1,9000.0,oui
TERANGA SURETE AEROPORTUAIRE,104397,AA455LZ,,oui
TERANGA SURETE AEROPORTUAIRE,104398,2334TTA1,,oui
TERANGA SURETE AEROPORTUAIRE,104399,2339TTA1,3000.0,oui
TERANGA SURETE AEROPORTUAIRE,104400,2414TTA1,,oui
TOSTAN,101642,7432TTD1,,oui
TOSTAN,101643,1268TTA10,8000.0,oui
TOSTAN,101644,TOSIT003,25500.0,oui
TOSTAN,101645,TOSIT0050,,oui
TOSTAN,101646,TOSIT037,21000.0,oui
TOSTAN,101648,TOSIT035,9000.0,oui
TOSTAN,101649,TOSIT038,6000.0,oui
TOSTAN,101650,TOSIT039,21000.0,oui
TOSTAN,103156,TOSIT006,14000.0,oui
TOSTAN,103157,TOSIT001,4000.0,oui
TOSTAN,104268,TOSIT036,13000.0,oui
TOSTAN,118760,AA323QD0,8000.0,non
TOSTAN,118793,3592TTC1,,non
TOTAL,8466,DK3288BG0,7000.0,oui
TOTAL,29701,DK4500AY0,,oui
TOTAL,29704,DK9846AY,,oui
TOTAL,29705,AA835RR,,oui
TOTAL,29711,DK6297BF,,oui
TOTAL,29762,AA790BN,,oui
TOTAL,29776,AA808BN,,oui
TOTAL,29798,DK2735BK,,oui
TOTAL,69136,AA536PX,15000.0,oui
TOTAL,69899,AA644KJ0,6000.0,oui
TOTAL,90896,AA740QN0,6000.0,oui
TOTAL,100785,AA541QN,10000.0,oui
TOTAL,101800,AA928RL,,oui
TOTAL,109967,AA519ZF,,non
TOTAL,109986,AA544QN,1000.0,non
TRANSGAYE,7190,TH2268F,,oui
TRANSGAYE,109981,TH8124G,,non
TRANSGAYE,109982,AA852AY,,non
TRANSGAYE,109983,TH6837K0,4500.0,non
TRANSGAYE,109984,TH2267F,,non
TRANSGAYE,118724,TH3264L,,non
TRANSGAYE,118725,AA936BG,,non
TRANSGAYE,118726,TH7970E,,non
TRANSGAYE,118727,TH6682F,,non
TRANSGAYE,118807,TH9848G,,non
TAD,6206,TH5267E0,,oui
TAD,13440,TH7618D0,,oui
TAD,24831,TH8891D,,oui
TAD,24832,TH8892C,,oui
TAD,24833,TH0290E,5000.0,oui
TAD,24834,TH0291E,,oui
TAD,24835,TH0292E,,oui
TAD,24836,TH0293E,,oui
TAD,24837,TH0294E,,oui
TAD,24853,TH1058L0,,oui
TAD,24879,TH7619D,,oui
TAD,24889,TH5805E,,oui
TAD,24897,TH5263E,,oui
TAD,24899,TH5265E,,oui
TAD,24900,TH5266E,,oui
TAD,24910,TH5060C,,oui
TAD,24916,TH3584E,5000.0,oui
TAD,69139,AA832GZ,,oui
TAD,104151,AA832GZ0,30000.0,oui
TAD,104152,AA734GL,24000.0,oui
TAD,104153,AA983FV,5000.0,oui
TAD,104154,TH2998G,22000.0,oui
TAD,104155,TH3829D,14000.0,oui
TAD,104156,AA346KL,9000.0,oui
TAD,104157,AA401KR,8000.0,oui
TAD,104158,TH3835D,,oui
TAD,104159,TH4729E,5000.0,oui
TAD,104160,AA279FJ,9000.0,oui
TAD,104161,AA942EY.,,oui
TAD,104162,AA658HZ,4000.0,oui
TAD,104163,AA518SP,,oui
TAD,104164,AA144QH,4000.0,oui
TAD,104165,TH3827D,,oui
TAD,104166,AA350KL,38000.0,oui
TAD,104167,TH3583E,2000.0,oui
TAD,104168,AA553LK,7000.0,oui
TAD,104169,TH3581E,18000.0,oui
TAD,104170,TH3580E,6000.0,oui
TAD,104171,AA877GZ,34000.0,oui
TAD,104172,TH0481D0,24000.0,oui
TAD,104173,AA850GZ,10000.0,oui
TAD,104174,AA818GZ,28000.0,oui
TAD,104177,AA797GZ,50000.0,oui
TAD,104178,AA776GZ,10000.0,oui
TAD,104179,AA753GZ,24000.0,oui
TAD,104181,AA218FJ,25000.0,oui
TAD,104182,AA744FP,4000.0,oui
TAD,104183,AA732FP,,oui
TAD,104184,AA258FJ,7000.0,oui
TAD,104185,AA858GZ,23500.0,oui
TAD,104186,AA197FJ,20000.0,oui
TAD,104187,AA280FJ,,oui
TAD,104188,AA737FP,24500.0,oui
TAD,104189,AA229FJ,6000.0,oui
TAD,104190,TH9870G0,6500.0,oui
TAD,104196,AA524LT,23000.0,oui
TAD,104197,DK0871BB,1000.0,oui
TAD,104198,AA733GM,13000.0,oui
TAD,104199,AA243FJ,29000.0,oui
TAD,104200,AA272FJ,4000.0,oui
TAD,112691,TH6226F,45000.0,oui
TAD,112692,AA720MJ,27500.0,oui
TAD,112693,AB021AB,36500.0,oui
TAD,112694,TH5938K,,oui
TAD,112695,TH5937K,17500.0,oui
TAD,112696,AA977FV,14000.0,oui
TAD,112697,TH5835E,,oui
TAD,112698,AA006HL,,oui
TAD,112699,AA005HL,26000.0,oui
TAD,112700,AA003HL,37500.0,oui
TAD,112701,TH5803E,,oui
TAD,112702,TH5680E,34000.0,oui
TAD,112703,TH5679E,19500.0,oui
TAD,112704,AA561LV,,oui
TAD,112705,TH5459D,,oui
TAD,112706,AA537MV0,2000.0,oui
TAD,112707,TH5290E,4000.0,oui
TAD,112708,AA841KM,10000.0,oui
TAD,112709,AA980HK,10000.0,oui
TAD,112710,AA328KN,8000.0,oui
TAD,112674,AA759CW,23000.0,oui
TAD,112676,TH8243K,44000.0,oui
TAD,112677,AA148PX,40000.0,oui
TAD,112678,TH8241K,22500.0,oui
TAD,112679,TH8240K,45000.0,oui
TAD,112680,TH8238K,42500.0,oui
TAD,112681,TH7931G,10000.0,oui
TAD,112682,TH7925G,31000.0,oui
TAD,112683,AA997QV,39000.0,oui
TAD,112684,TH7923G,24000.0,oui
TAD,112685,TH7922G,20000.0,oui
TAD,112686,TH7920G,,oui
TAD,112687,AA322PZ,89500.0,oui
TAD,112688,TH6228F,50500.0,oui
TAD,112690,AA005QV,35000.0,oui
TAD,118367,AA761BD,42000.0,non
TAD,118809,TH4730E,,non
TAD,118810,AA348HP,20000.0,non
TAD,118811,AA 977 FV,,non
TAD,118812,AA236VJ,5000.0,non
TAD,118815,AA647ML,,non
TRANSPORT SERIGNE GUEYE,69462,AA976FW,5000.0,oui
TRANSPORT SERIGNE GUEYE,69646,AA514GF,,oui
TRANSPORT SERIGNE GUEYE,69648,DL9520E,7000.0,oui
TRANSPORT SERIGNE GUEYE,69652,AA595JQ,,oui
TRANSPORT SERIGNE GUEYE,69653,AA528FD,,oui
TRANSPORT SERIGNE GUEYE,69668,AA446DH,,oui
TRANSPORT SERIGNE GUEYE,69669,DL7479D,10000.0,oui
TRANSPORT SERIGNE GUEYE,69671,AA763CF,69000.0,oui
TRANSPORT SERIGNE GUEYE,69673,DL6807E,129500.0,oui
TRANSPORT SERIGNE GUEYE,69684,DL6337D,,oui
TRANSPORT SERIGNE GUEYE,69695,DL1144D,,oui
TRANSPORT SERIGNE GUEYE,69702,AA375CM,79000.0,oui
TRANSPORT SERIGNE GUEYE,69714,AA142HJ,49500.0,oui
TRANSPORT SERIGNE GUEYE,69717,AA771CF,81000.0,oui
TRANSPORT SERIGNE GUEYE,69718,DL5835E,75500.0,oui
TRANSPORT SERIGNE GUEYE,69719,DL5834E,7000.0,oui
TRANSPORT SERIGNE GUEYE,69727,DL6233E,75000.0,oui
TRANSPORT SERIGNE GUEYE,69733,AA504JL,3000.0,oui
TRANSPORT SERIGNE GUEYE,69734,AA767CF,51000.0,oui
TRANSPORT SERIGNE GUEYE,69740,DL2283E,53500.0,oui
TRANSPORT SERIGNE GUEYE,69760,DL3168E,47500.0,oui
TRANSPORT SERIGNE GUEYE,69764,AA495KB,67500.0,oui
TRANSPORT SERIGNE GUEYE,69765,AA829GX,122000.0,oui
TRANSPORT SERIGNE GUEYE,69785,AA633HV,,oui
TRANSPORT SERIGNE GUEYE,69786,AA-248-HR,12000.0,oui
TRANSPORT SERIGNE GUEYE,69800,AA686HT,86000.0,oui
TRANSPORT SERIGNE GUEYE,104241,AA491KB,42500.0,oui
TRANSPORT SERIGNE GUEYE,104242,AA490KB,,oui
TRANSPORT SUNU KEUR SA,64531,AA345KT,,oui
TRANSPORT SUNU KEUR SA,64532,AA076NE,26000.0,oui
TRANSPORT SUNU KEUR SA,64533,AA182JM,5000.0,oui
TRANSPORT SUNU KEUR SA,64535,DK5633AY,,oui
TRANSPORT SUNU KEUR SA,64542,DK6071BC,54000.0,oui
TRANSPORT SUNU KEUR SA,64543,AA683PM,13500.0,oui
TRANSPORT SUNU KEUR SA,64544,AA682PM,27500.0,oui
TRANSPORT SUNU KEUR SA,64545,AA681PM,12000.0,oui
TRANSPORT SUNU KEUR SA,64547,AA211DY,14000.0,oui
TRANSPORT SUNU KEUR SA,64550,AA184GM,32000.0,oui
TRANSPORT SUNU KEUR SA,64551,AA013JG0,21000.0,oui
TRANSPORT SUNU KEUR SA,64552,AA017JG,20000.0,oui
TRANSPORT SUNU KEUR SA,64553,AA237EF,3000.0,oui
TRANSPORT SUNU KEUR SA,64554,AA024CY,17500.0,oui
TRANSPORT SUNU KEUR SA,64556,DK9353BL0,29000.0,oui
TRANSPORT SUNU KEUR SA,64560,DK9285BF,,oui
TRANSPORT SUNU KEUR SA,64563,DK7413BH0,,oui
TRANSPORT SUNU KEUR SA,64564,AA784JN,28500.0,oui
TRANSPORT SUNU KEUR SA,64566,AA039JG,29500.0,oui
TRANSPORT SUNU KEUR SA,64567,AA018CR0,,oui
TRANSPORT SUNU KEUR SA,64568,AA354KT,,oui
TRANSPORT SUNU KEUR SA,64569,AA779JL0,54000.0,oui
TRANSPORT SUNU KEUR SA,88211,AA770QW,21000.0,oui
TRANSPORT SUNU KEUR SA,88212,AA315QB,22000.0,oui
TRANSPORT SUNU KEUR SA,88213,AA308QB,34000.0,oui
TRANSPORT SUNU KEUR SA,88214,AA311QB,127500.0,oui
TRANSPORT SUNU KEUR SA,88296,AA779QW,35000.0,oui
TRANSPORT SUNU KEUR SA,81774,AA835MJ,2000.0,oui
TRANSPORT SUNU KEUR SA,81795,AA309QB,23000.0,oui
TRANSPORT SUNU KEUR SA,103328,DK9351BL,6000.0,oui
TRANSPORT SUNU KEUR SA,103329,AA941EQ,28000.0,oui
TRANSPORT SUNU KEUR SA,103330,AA558AY,9000.0,oui
TRANSPORT SUNU KEUR SA,103331,DK6069BC,27000.0,oui
TRANSPORT SUNU KEUR SA,103332,AA159DY0,37000.0,oui
TRANSPORT SUNU KEUR SA,103333,DK7412BH0,,oui
TRANSPORT SUNU KEUR SA,103334,DK9352BL,17500.0,oui
TRANSPORT SUNU KEUR SA,103335,DK7003AT,9000.0,oui
TRANSPORT SUNU KEUR SA,103336,DK7004AT0,,oui
TRANSPORT SUNU KEUR SA,103337,AA163DY0,9500.0,oui
TRANSPORT SUNU KEUR SA,103338,AA486CN0,40000.0,oui
TRANSPORT SUNU KEUR SA,104207,AA768VW,38500.0,oui
TRANSPORT SUNU KEUR SA,104208,AA827SR,9000.0,oui
TRANSPORT SUNU KEUR SA,118739,AA200VW,18000.0,non
UTRI TOUBA,64168,AA421DX0,,oui
UTRI TOUBA,69414,AA419DX0,,oui
UTRI TOUBA,69415,AA642LV,,oui
UTRI TOUBA,69416,AA644LV,,oui
UTRI TOUBA,69417,AA645LV,,oui
UTRI TOUBA,69418,AA796EW,,oui
UTRI TOUBA,69875,AA646LV,,oui
UTRI TOUBA,69876,AA387LF,,oui
UTRI TOUBA,69877,AA950JY,,oui
UTRI TOUBA,69878,AA651LX,,oui
UTRI TOUBA,69879,AA281GZ0,,oui
UTRI TOUBA,69888,AA295HX0,,oui
UTRI TOUBA,69889,AA640LV,,oui
UTRI TOUBA,69890,AA420DX0,,oui
UTRI TOUBA,69891,AA503EZ0,,oui
UTRI TOUBA,69892,AA505EZ0,,oui
UTRI TOUBA,69893,AA507EZ0,,oui
UTRI TOUBA,69894,AA852JZ0,,oui
UNCHK,69401,DK0136EP88,1500.0,oui
UNCHK,69402,DK0135EP88,,oui
UNCHK,69403,CHL00209,,oui
UNCHK,69404,CHL00333,4000.0,oui
UNCHK,69405,AD21829,,oui
UNCHK,69406,DK0025EP88,,oui
UNCHK,69408,DK0024EP88,,oui
UNCHK,69409,AA-237-BC,,oui
UNCHK,69410,DK2019EP88,,oui
UNCHK,69411,DK2018EP 88,10000.0,oui
UNCHK,90866,AA204SS,4000.0,oui
UNCHK,106046,0474EP88,31500.0,oui
UNCHK,106047,0479EP88,,oui
UNCHK,106048,0480EP88,4000.0,oui
UNCHK,106049,0476EP88,15000.0,oui
UNCHK,106050,0477EP88,4500.0,oui
UNCHK,106051,0475EP88,5500.0,oui
UNCHK,106052,0472EP88,2000.0,oui
UNCHK,112643,DK0123EP88,37500.0,oui
UNCHK,112652,0473EP88,,oui
NMK TRANSPORT,64328,AA314MS,,oui
NMK TRANSPORT,64329,AA982LY,,oui
NMK TRANSPORT,64330,AA464KR,,oui
NMK TRANSPORT,92137,AA157LJ,,non
NMK TRANSPORT,69321,AA080BN,,oui
NMK TRANSPORT,69322,AA635JC,,oui
NMK TRANSPORT,69323,AA910JL,,oui
NMK TRANSPORT,64526,TH4312G,,oui
NMK TRANSPORT,69325,AA797FS,,oui
NMK TRANSPORT,69326,AA766EW0,,oui
NMK TRANSPORT,69327,AA11CE,,oui
NMK TRANSPORT,69328,AA114AL0,,oui
NMK TRANSPORT,69329,AA548JK,,oui
NMK TRANSPORT,69330,AA763EW,,oui
NMK TRANSPORT,69331,AA972BW,,oui
